word,freq,aoa_mean,aoa_sd
amethyst,0.12,12.22,4.73
amiability,0.02,13.25,3
amiable,0.59,13.11,4.59
amicable,0.25,12.95,2.74
amice,0.02,12.14,2.67
amicus,0.02,15.4,3.5
amid,0.88,11.45,3.74
amidst,0.69,10.44,2.6
amino,0.61,13.78,2.78
amiss,0.75,11.34,4
amity,0.53,13.14,2.98
ammeter,0.02,16.83,1.72
ammo,5.37,8.11,2.85
ammonia,1.49,11,3.58
ammonium,0.51,12.35,3.06
ammunition,5.88,9.67,2.54
amnesia,3.71,10.61,3.15
amnesiac,0.04,12.64,3.84
amnesic,0.04,13.67,4.38
amnesty,1.33,12.95,2.76
amniocentesis,0.06,14.38,4.43
amniotic,0.27,13.86,2.51
amoeba,0.31,12.65,4.15
amoebic,0.06,13.68,2
among,33.9,7.75,3.02
amongst,7.14,9.01,3.26
amontillado,0.06,14.43,6.45
amoral,0.2,11.7,3.29
amorality,0.04,15,2.55
amorous,0.92,13.71,2.71
amorphous,0.14,14.75,3.26
amortization,0.14,17.33,4.62
amortize,0.08,15.88,4.61
amount,24.75,6.63,2.48
amour,1.86,12.67,3.12
amp,1.82,12.11,2.42
amperage,0.1,12.07,3.39
ampersand,0.06,13.2,3.43
amphetamine,0.29,15.53,3.78
amphibian,0.39,8.33,3.43
amphibious,0.59,10.88,2.83
amphitheater,0.1,11.84,3.18
amphora,0.02,15.44,2.13
ample,1.82,11.63,4.4
amplification,0.16,11.4,2.52
amplifier,0.31,11.35,3.08
amplify,0.37,12.06,3.81
amplitude,0.12,12.44,2.64
amputate,0.86,9.6,2.26
amputation,0.84,11.89,2.9
amputee,0.2,11,3.03
amuck,0.51,11.18,3.61
amulet,2.31,11.53,3.24
amuse,2.61,9,3.16
amused,2.51,7.83,3.17
amusement,3.75,8.79,3.03
amusing,9.2,8.44,2.87
amyl,0.22,15.67,1.53
amylase,0.16,18.2,2.86
anabolic,0.16,15.53,2.35
anachronism,0.1,14.3,2
anachronistic,0.06,15.79,3.53
anaconda,0.47,10.06,3.65
anaerobic,0.08,13.12,3.83
anaesthetize,0.02,14.18,3.38
anagogic,0.02,15.33,0.58
anagram,0.51,11.38,2.7
anal,2.71,13.17,2.12
analeptic,0.02,15.6,1.14
analgesia,0.06,15.38,4.15
analgesic,0.1,14.87,3.91
analog,0.24,13.62,3.56
analogous,0.08,14.4,3.47
analogue,0.1,12.16,3.06
analogy,1.14,11.33,2.47
analysis,11.04,11.32,2.52
analyst,3.47,11.75,2.71
analytic,0.08,12.61,3.57
analytical,0.59,12.44,3.29
analyzable,0.02,11.27,2.87
analyze,3.24,11.39,2.83
analyzer,0.51,11.37,4.04
anapestic,#N/A,15.67,3.56
anaphylactic,0.53,16.27,4.43
anaphylaxis,0.06,17,3.8
anarchic,0.04,14.15,2.64
anarchism,0.04,12.46,2.88
anarchist,0.57,12.63,2.09
anarchistic,0.02,15.95,2.74
anarchy,2.02,13.94,3.83
anathema,0.18,13,3.24
anatomic,0.08,12.53,3.2
anatomical,0.31,12.05,3.22
anatomist,0.06,14.22,5.21
anatomize,0.04,14.19,4.43
anatomy,3.2,11.94,2.34
ancestor,1.69,8.61,2.4
ancestors,5.47,9.01,2.95
ancestral,0.57,11.21,2.76
ancestry,0.47,10.11,2.58
anchor,7.41,5.72,2.54
anchorage,0.71,12,4.09
anchorite,#N/A,15,1.41
anchorman,0.35,8.06,3
anchorwoman,0.27,11.16,4.61
anchovy,0.14,9.32,4.67
ancient,21.67,8.26,2.7
ancillary,0.22,13.78,2.91
and,13387.84,4.57,1.94
andiron,0.06,12.5,3.14
androgynous,0.12,15.8,3
androgyny,0.02,16.5,2.85
android,0.88,13.89,4.39
anecdotal,0.37,12.47,2.55
anecdote,1.08,14.33,2.47
anemia,0.69,12,2.56
anemic,0.63,13.42,4.54
anemone,0.25,13.07,5.85
anent,#N/A,17,NA
aneroid,0.12,11.8,3.7
anesthesia,1.98,12.53,2.97
anesthesiologist,0.53,13,3
anesthetic,1.33,13.05,4.52
anesthetist,0.12,13.28,3.1
anesthetize,0.27,12.78,3.61
aneurism,0.12,15.22,4.12
aneurysm,1.98,15.05,3.47
anew,0.86,10.58,2.75
angel,78.27,4,1.29
angelfish,0.1,7.42,3.22
angelic,0.57,8.33,2.68
angelical,0.02,11.37,4.14
anger,19.43,6,2.58
angina,0.9,15.86,4.29
angiogram,0.39,15,4.64
angiography,0.06,15.67,2.29
angioplasty,0.31,17.27,3.39
angle,14.92,8.05,2.37
angler,0.37,11.53,3.39
angleworm,0.02,10.23,2.31
anglophile,0.14,17.11,2.32
angora,0.41,15.12,4.27
angry,58.98,4.45,1.9
angst,0.92,13.12,2.92
anguish,2.16,11.54,3.18
anguished,0.25,12.06,3.58
angular,0.14,11.32,2.47
anhydride,0.02,16.78,5.17
aniline,0.12,16.8,2.28
animal,45.49,2.89,1.41
animalistic,0.1,12.58,3.44
animate,0.06,8.53,2.86
animated,1.2,7,2.69
animation,1.22,8.53,3.31
animator,0.04,10.16,2.75
anime,0.12,13.94,4.5
animosity,0.61,12.58,2.8
animus,0.1,15.08,2.96
anion,0.02,13.44,5.08
anise,0.06,14.08,5.45
anisette,0.04,16.6,4.83
ankh,0.33,14.8,5.51
ankle,8.02,4.89,1.53
anklebone,0.02,7.35,2.16
anklet,0.41,9.06,2.79
annals,0.65,14.27,4.11
annatto,0.02,14.71,4.11
annex,0.84,12.53,3.13
annexation,0.14,13.85,1.86
annihilate,0.71,11.32,2.75
annihilation,0.8,12.06,3.38
anniversary,18.41,7.33,2
annotate,0.06,15.12,4.08
annotator,#N/A,15.44,2.99
announce,9.76,9.48,2.29
announcement,10.29,7.75,2.59
announcer,11.25,6.85,2.6
annoy,2.51,7.22,2.05
annoyance,0.49,9.47,3.32
annoyed,3.43,7.72,2.97
annoyer,0.02,9.47,4.19
annoying,11.12,6.52,2.71
annual,7.2,9.26,3.59
annuity,0.35,15.88,4.3
annul,0.51,12.65,4.23
annular,0.02,14.15,4.74
annulment,1.49,12.37,2.52
annunciation,0.02,12,3.7
anode,0.16,15,1.89
anodic,#N/A,14,2.83
anodized,0.06,14.44,2.3
anodyne,0.02,15.1,2.56
anoint,0.2,9.25,2.79
anointed,0.75,12.56,3.81
anomalous,0.33,15.1,2.73
anomaly,1.24,12.44,3.08
anonymity,0.9,13.44,2.62
anonymous,8.41,10.26,3.4
anorectic,0.04,14.8,4.08
anorexia,0.25,13.11,3.43
anorexic,0.57,12.06,3.38
anosmatic,0.02,14.67,2.34
another,509.22,5.05,1.79
anoxia,0.12,14.83,2.32
answer,176.2,5.43,1.89
answerable,0.18,9.35,2.85
ant,5.35,4.32,1.57
antacid,0.31,12.89,3.98
antagonism,0.22,11.81,3.71
antagonist,0.25,11.17,2.41
antagonistic,0.43,13.94,2.72
antagonize,0.53,12.28,2.85
ante,2.18,11.7,2.56
anteater,0.22,8.5,5.16
antebellum,0.1,17.5,3.65
antecedent,0.06,15.29,3.05
antechamber,0.08,15.77,2.13
antediluvian,0.08,14.89,4.26
antelope,0.98,8.39,2.81
antenatal,0.04,17.5,3.82
antenna,2.39,7.05,2.82
anterior,0.94,14.12,3.71
anteroom,0.16,15.58,3.85
anthem,1.88,9.44,2.96
anther,0.04,11.67,4.24
anthill,0.57,7,2.94
anthology,0.27,14.47,3.16
anthracite,0.06,14.1,3.18
anthrax,1.29,14.26,4.21
anthropoid,0.06,14.33,3.24
anthropological,0.51,14.88,2.66
anthropologist,1.04,12.56,3.03
anthropology,1.31,14.61,3.45
anti,0.51,9.37,2.5
antiaircraft,0.49,12.06,3.02
antibacterial,0.33,11.65,3.28
antibiotic,0.65,9.53,2.78
antibiotics,3.67,9.55,2.46
antibody,0.25,12.47,3.24
antic,0.08,11.65,4
antichrist,0.96,12.79,3.97
anticipate,2.53,10.6,2.35
anticipation,2.49,10,2.93
anticipatory,0.12,13.94,2.75
anticlimactic,0.2,14.17,4.76
anticlimax,0.08,14.88,2.76
anticline,0.02,10.67,6.66
anticoagulant,0.06,14.53,3.26
anticoagulation,0.04,16.36,3.08
anticommunism,0.02,13.53,3.45
anticommunist,0.02,12.89,3.86
anticorrosive,0.02,13.61,3.66
antics,0.98,9.56,3.43
antidemocratic,0.02,13.69,3.3
antidepressant,0.35,14.05,4.14
antidotal,0.02,14.69,1.8
antidote,4.33,10.11,2.9
antiestablishment,0.06,14.85,2.43
antifascist,0.02,15.77,4.23
antifeminist,0.04,12.62,2.63
antifreeze,0.31,10.05,3.54
antifungal,0.02,12,3.09
antigen,0.37,13.64,3.47
antigovernment,0.08,12.35,2.83
antigravity,0.55,11.37,3.25
antigun,0.02,13.57,3.06
antihistamine,0.24,12.93,4.03
antihuman,0.02,11.08,2.91
antimatter,0.2,14.84,4.36
antimilitary,0.02,12.75,3.86
antimissile,0.04,14.71,3.95
antimony,0.02,12.11,3.62
antinuclear,0.02,13.19,3.49
antioxidant,0.02,14.52,4.58
antipasto,0.16,16.3,4.9
antipathy,0.08,13.25,3.24
antipersonnel,0.1,12.95,4.09
antiperspirant,0.14,11.26,2.35
antiphonal,#N/A,16,2.37
antipsychotic,0.12,13.71,3.95
antiquarian,0.04,13.82,2.99
antiquated,0.55,13.57,3.01
antique,6.06,8.05,2.55
antiques,2.69,11.05,5.31
antiquity,0.27,13.18,3.21
antiseptic,0.86,9.95,2.91
antiseptics,0.06,10.78,2.71
antiserum,0.18,13.8,3.21
antislavery,0.02,11.06,2.18
antisocial,0.8,11.47,1.93
antispasmodic,0.02,16,2.19
antitank,0.1,13.8,4.57
antithesis,0.31,13.38,3.01
antithetical,0.04,14.9,1.6
antitoxin,0.35,13.57,3.61
antitrust,0.24,14.88,3.95
antivenin,0.06,13.79,2.46
antiviral,0.02,15.11,3.36
antivirus,0.02,13.24,3.02
antivivisection,0.04,16.11,4.01
antivivisectionist,0.02,15,2.55
antiwar,0.31,12.42,3.36
antler,0.29,6.39,1.97
antsy,0.63,9.06,4.4
anus,1.1,11.17,2.53
anvil,0.63,10.79,4.64
anxiety,6.76,8.17,2.75
anxious,14.1,10.21,2.53
any,1099.37,6,1.96
anybody,226.92,5.11,1.93
anyhow,15.16,7.75,2.07
anyone,255.25,5.36,1.86
anything,907.25,6.12,2.24
anytime,24.47,5.89,2.47
anyway,238.51,6.31,1.94
aorta,1.53,13.06,3.75
aortal,0.02,13.85,3.41
aortic,0.47,13.12,3.63
apache,4.92,10.5,3.48
apart,47.02,6.64,1.64
apartheid,0.37,15.44,3.61
apartment,83.04,7.8,2.78
apartments,4.22,6.56,2.04
apartness,0.02,9.83,4.19
apathetic,0.35,14.6,4.41
apathy,0.47,14.21,3.22
apatite,0.04,12.38,3.96
ape,9.67,5.89,2.64
apelike,0.04,9.53,2.74
aperitif,0.37,15.22,4.58
aperture,0.27,14.92,3.62
apex,0.84,12.58,2.19
aphasia,0.18,16.62,4.37
aphasic,0.06,14.71,2.14
aphid,0.08,10.7,5.03
aphis,0.06,16.6,6.43
aphorism,0.02,16.2,1.92
aphrodisiac,1.61,13.32,2.73
apiary,0.04,15.31,4.73
apish,0.02,12.56,3.61
aplenty,0.22,13.25,3.62
aplomb,0.16,14.73,4.17
apnea,0.16,15.62,4.19
apocalypse,2.47,12.78,3.46
apogee,0.08,17,2.92
apolitical,0.12,17.19,3.19
apollonian,0.02,15.36,2.73
apologetic,0.43,9.8,3.33
apologia,0.04,14,5.1
apologist,0.02,12.36,3.59
apologize,49.37,5.67,2.91
apology,15.76,5.56,2.01
apoplectic,0.16,14.88,2.1
apoplexy,0.18,15.5,4.14
apostate,0.06,12.58,3.68
apostle,1.39,9.5,3.33
apostolate,0.02,16.8,4.85
apostrophe,0.24,8.39,1.85
apothecary,0.39,14.47,4.05
apothegm,#N/A,15.5,0.71
apotheosis,0.08,15.64,3.43
app,0.16,18.33,7.05
appalled,1.16,11.53,3.87
appalling,1.94,12.21,2.95
appaloosa,0.06,11.71,3.63
apparatchik,0.04,15.83,3.87
apparatus,1.51,10.9,2.2
apparel,0.69,10.8,2.38
apparent,4.22,10.25,2.57
apparition,0.76,11.94,4.13
appeal,13,10.21,3.57
appear,23.37,6.67,3.01
appearance,11.59,8.83,2.55
appease,0.49,11.78,2.71
appeasement,0.2,13.11,4.25
appeaser,0.04,13.07,3.24
appellant,0.14,14.2,5.41
appellate,0.33,13.5,4.64
appellation,0.16,16.2,2.62
append,#N/A,13.29,3.35
appendage,0.41,11.58,3.59
appendectomy,0.65,11.93,3.85
appendicitis,0.94,12,3.91
appendix,2.61,10.56,3.28
apperception,0.02,13.8,5.03
appetite,8.94,8.83,3.84
appetizer,1.2,9.06,2.8
appetizing,0.63,10.74,2.75
applaud,2.14,7.1,2.25
applause,11.29,6.2,2.26
apple,23.67,4.15,1.81
applecart,0.02,8.75,3.02
applejack,0.57,7.41,3.24
applesauce,0.59,4.32,2.81
appliance,0.8,8.78,3.44
applicability,0.04,14.63,3.74
applicable,0.27,13.37,3.82
applicant,0.61,11.78,3.02
application,10,9.39,3.09
applicator,0.2,10.74,3.65
apply,12.51,9.21,2.84
appoint,2.04,10.29,2.97
appointee,0.08,13.53,2.22
appointment,30.57,7.53,3.04
appraisal,0.76,12.94,3.73
appraise,0.2,14.52,3.33
appraiser,0.22,13.05,3.67
appreciable,0.06,10.17,2.68
appreciate,85.75,8.8,3.19
appreciation,5.12,8.5,3.01
appreciative,0.8,9.94,4.04
appreciator,0.06,11.78,2.62
apprehend,1.43,11.47,3.15
apprehensibility,0.02,14.16,2.99
apprehension,0.76,11.25,2.61
apprehensive,0.55,11.45,3.05
apprentice,1.94,10.58,2.69
apprenticeship,0.14,14.4,3.5
apprise,0.14,14.31,2.25
approach,20.98,8.5,2.21
approachable,0.08,10,3.9
approbation,0.12,15.23,3.03
appropriate,12.88,9.16,4.8
appropriateness,0.04,10.44,3.11
appropriation,0.16,12.94,3.17
approval,8.39,7.95,2.27
approve,11.37,7.89,1.88
approximate,1.25,10.7,3.69
approximation,0.06,12.56,3.82
apricot,0.63,6.15,1.9
apriority,0.04,14.33,1.66
apron,2.67,6.75,2.24
apse,#N/A,12.74,3.71
apt,1.75,12.5,4.18
aptitude,1.08,12.39,2.23
aqualung,0.1,14.79,3.04
aquamarine,0.45,9.94,3
aquaplane,#N/A,13.54,3.26
aquarium,2.76,6.84,1.86
aquatic,0.55,9.44,3.11
aquatics,0.06,9.39,3.03
aquavit,0.06,14.8,3.42
aqueduct,0.33,11.61,2.91
aqueous,0.1,11.75,2.38
aquifer,0.04,13.33,2.99
arabesque,0.1,13,2.83
arable,0.02,13,5.78
arachnid,0.25,11.88,4.94
arachnophobia,0.12,12.35,4.92
aragonite,0.02,14.71,3.35
arbiter,0.2,16.42,3.45
arbitrage,0.18,17.1,3.48
arbitrary,1.02,14.06,4.81
arbitrate,0.04,14.74,3.51
arbitration,0.45,14.25,4.24
arbitrator,0.08,14.37,3.09
arbor,0.76,11.03,4.58
arboreal,0.12,14.42,5.7
arboretum,0.2,13.56,3.76
arborist,0.04,13.5,4.12
arc,4.84,9.42,3.52
arcade,2.18,7.79,2.84
arcane,0.41,14.93,2.84
arch,3.69,8.26,3.11
archaeological,0.94,9.44,2.45
archaeologist,1.12,9.68,2.4
archaeology,0.76,10,2.89
archaeopteryx,0.02,14,2.94
archaic,0.69,14.5,3.33
archaism,0.04,15.42,2.31
archangel,0.43,11.53,4.33
archbishop,3.69,10.45,3.89
archdeacon,0.12,15.23,4.11
archdiocese,0.67,11.94,3.15
archduchess,0.04,13.09,2.66
archduke,0.9,11.59,3.99
arched,0.18,9.89,4.57
archenemy,0.25,11.28,3.71
archer,5.45,9.23,2.91
archery,0.78,9.06,3.04
archetypal,0.14,16.29,2.76
archetype,0.12,13.87,2.88
archiepiscopal,#N/A,16,4.93
archimandrite,#N/A,18.33,2.89
archipelago,0.14,13.18,3.73
architect,6.55,10.12,2.74
architectonic,0.02,14.14,4.34
architectural,1.27,12.25,2.2
architecture,3.18,10.06,2.96
architrave,0.04,21,NA
archival,0.06,11.2,3.32
archive,1.31,12.95,3.24
archives,2.53,10.88,3.33
archivist,0.08,13.79,3.17
archon,#N/A,18.17,2.56
archway,0.24,10.06,3.15
arcsine,0.02,13.9,1.79
arctic,1.96,7.79,1.87
ardency,0.02,16.6,4.01
ardent,0.59,13.27,2.94
ardor,0.14,13.82,3.43
arduous,0.67,13.92,1.93
area,74.92,6.58,2.32
areal,0.02,14.2,2.95
arena,3.63,9.57,2.25
areola,0.14,13.31,3.05
argent,0.1,13.7,2.36
argentine,0.67,13.31,3.88
argillaceous,0.08,15,7
argon,0.18,15.19,3.69
argosy,0.25,13.33,3.17
argot,0.02,15.8,4.18
argue,19.75,4.61,1.54
argument,17,7.55,2.93
argumentative,0.75,11.5,2.5
aria,0.69,13.75,2.45
arid,0.31,11.38,4.12
aridity,0.02,12.87,3.6
arioso,0.04,15.14,4.49
arise,2.96,6.89,2.92
aristocracy,0.63,11,2.26
aristocrat,1.35,11.88,4.37
aristocratic,0.73,12.06,2.98
arithmetic,1.53,7.16,3.1
arithmetical,0.04,11,3.76
ark,3.9,7.17,3.33
arm,65.41,3.26,1.56
armada,1.08,13.53,3.52
armadillo,3.02,8.61,2.26
Armageddon,1.73,11.83,3.24
armament,0.49,13.73,2.09
armature,0.02,14.3,3.65
armband,0.27,10,2.73
armchair,0.41,6.56,2.31
armed,22.82,8.72,3.61
armful,0.24,9.61,3.18
armistice,0.39,14,4.97
armless,0.08,8.68,3.02
armload,0.08,9,2.92
armoire,0.16,12.37,4.42
armor,7.29,7.17,3.13
armored,3.25,9.5,2.79
armorial,0.02,15.25,4.11
armory,1.86,11,3.18
armpit,1.25,6,2.18
armrest,0.16,6.56,2.43
arms,59.8,3.74,2.14
army,85.69,7.15,2.08
aroma,1.35,9.47,2.65
aromatherapy,0.31,15.09,4.2
aromatic,0.27,11.05,2.9
around,736.73,5.94,2.28
arousal,0.37,12.94,3.81
arouse,1.22,12.63,2.24
arpeggio,0.02,13.85,4.18
arraign,0.14,12.38,3.36
arraignment,1.39,16.44,2.77
arrange,15.51,8.28,2.49
arrangement,9.45,9.89,3.23
arranger,0.22,12.44,3.31
arrant,0.1,11.5,3.3
array,2.12,10.79,3.39
arrears,0.18,16.62,3.55
arrest,59.55,7.47,2.46
arrestee,0.04,12.06,2.79
arrestment,0.02,10.94,2.59
arrhythmia,0.47,16.27,2.84
arrhythmic,0.04,13.81,2.9
arrival,8.27,8.06,2.24
arrive,18.69,6.26,1.85
arrogance,2.82,11.72,3.18
arrogant,5.22,9.95,2.37
arrow,7.84,6.07,2.13
arrowroot,0.02,12,3.92
arsenal,2,11.79,2.15
arsenic,1.24,11.83,2.64
arsenical,#N/A,14.64,2.53
arsine,0.04,14.17,4.06
arson,3,11.2,2.35
arsonist,1.02,11.45,3
art,70.8,6.21,2.32
arterial,1.33,14.5,2.83
arteriogram,0.06,17.12,3.87
arteriosclerosis,0.02,16.6,3.94
artery,5.31,13.06,4.01
artful,0.18,9.56,3.48
arthritic,0.25,12.3,3.63
arthritis,1.94,11.67,2.59
arthropod,0.02,12.93,3.34
arthroscopic,0.14,15.14,3.39
artichoke,0.55,10,3.06
article,19.57,8.61,1.79
articular,0.02,13.44,1.59
articulate,1.67,13,3.71
articulation,0.16,12.63,2.77
artifact,1.1,10.33,3.16
artifice,0.06,12.75,4.28
artificial,4.82,10.16,2.99
artificiality,0.1,11.84,4.23
artillery,5.49,10.68,2.16
artilleryman,0.06,13,3.04
artisan,0.1,12.95,2.58
artist,28.63,6.78,2.29
artiste,0.59,12.29,3.82
artistic,4.92,9.17,3.47
artistry,0.47,10.58,3.76
artless,0.06,13.82,3.05
arts,9.22,5.97,2.25
artsy,0.33,10.76,3.31
artwork,1.53,7.32,2.19
arty,1.08,9.57,4.03
arugula,0.12,16.75,4.23
as,2217.02,6.1,2.3
asbestos,1.29,13.95,4.14
ascend,0.92,10.67,2.99
ascendancy,0.12,16,2.73
ascendant,0.67,13.69,3.74
ascending,0.69,10.84,3
ascension,0.86,12.71,3.15
ascent,0.31,10.74,2.9
ascertain,0.96,12.68,3.86
ascertainable,0.02,15.6,2.77
ascetic,0.1,14.43,3.2
ascorbic,0.04,12.57,4.22
ascribe,0.1,15.28,4.68
aseptic,0.04,14.07,5.18
asexual,0.22,16,3.68
ash,9.2,6.63,2.54
ashamed,27.37,7.11,3.7
ashcan,0.14,10.67,2.89
ashen,0.18,12.5,3.94
ashes,9.86,7.06,1.88
ashlar,#N/A,NA,NA
ashore,6.22,9.07,3.08
ashram,0.29,16.64,2.69
ashtray,3.25,5.95,2.2
ashy,0.18,8.61,3.43
aside,23.76,7.89,2.64
asinine,0.96,12.71,3.85
asininity,#N/A,16.43,2.64
ask,483.14,2.89,1.37
asker,0.06,7.94,2.62
askew,0.27,11,2.85
asleep,49.82,4.47,1.68
asp,0.12,10.69,3.16
asparagus,0.98,6.79,3.85
aspect,3.86,10.35,2.37
aspen,1.88,10.04,4.2
asperse,0.02,14.22,3.27
aspersion,0.02,14.4,5.79
asphalt,0.96,8.89,2.88
asphyxia,0.41,14.07,2.55
asphyxiate,0.16,13.06,4.01
asphyxiation,0.71,15.12,2.6
aspic,0.29,16.33,3.52
aspidistra,0.04,18,1.63
aspirant,0.02,12.81,3.64
aspirate,0.2,14.41,2.45
aspiration,0.57,11.47,3.34
aspire,1.08,11.83,3.79
aspirin,7.75,7.95,2.39
aspiring,0.63,11,2.94
ass,226.37,7.84,3.11
assail,0.1,12.24,2.31
assailable,0.02,13.21,3.04
assailant,1.47,12.44,2.43
assassin,5.92,11.28,2.3
assassinate,1.88,10.11,2.62
assassination,5.51,9.05,2.34
assassinator,0.02,11.05,3.5
assault,17.57,10.21,2.59
assaultive,0.04,14.94,2.86
assay,0.16,15,3.3
assegai,0.08,18.25,6.24
assemblage,0.12,14.29,2.76
assemble,3.2,8.72,2.19
assembly,4.8,6.94,1.76
assemblyman,0.73,12.89,2.87
assent,0.08,11.29,1.94
assert,0.84,10.83,2.71
assertion,0.27,12.24,4.42
assertive,0.45,10.44,2.64
assertiveness,0.18,11.35,2.58
assess,1.63,11.37,3.65
assessment,3.1,11.95,2.39
assessor,0.22,14.79,3.29
asset,3.78,11.79,2.9
asshole,61.61,9.52,3.7
assiduity,#N/A,16.5,1.38
assiduous,0.04,13.21,2.49
assign,2.71,8.56,1.69
assignation,0.22,12.93,3.77
assignment,17.88,7,2.56
assimilate,0.51,12.95,3.03
assimilation,0.2,15.07,3.79
assist,7.84,8.75,2.49
assistance,10.94,8.84,2.65
assistant,32.22,8.61,1.97
associate,8.98,10.83,2.98
association,8.12,10.76,3.6
associative,0.25,13.95,2.99
assorted,0.96,9.32,2.75
assortment,0.73,8.72,1.81
assuage,0.12,15.18,3.12
assume,33.47,8.21,2.15
assumption,3.33,10.2,2.76
assurance,2.04,12.33,3.45
assure,20.02,12.06,3.78
assuredness,0.02,12.94,2.73
aster,0.2,13,5.19
asterisk,0.45,11.94,2.44
asteroid,1.69,8.6,2.46
asthma,3.86,10.39,3.07
asthmatic,0.39,8.72,2.35
astigmatism,0.2,13.53,5.4
astonish,0.45,12.21,3.33
astonished,0.94,10.58,2.5
astonishing,1.71,9.11,2.54
astonishment,0.27,10.11,3.18
astound,0.43,12.41,2.6
astounded,0.24,11.4,2.89
astraddle,#N/A,12.62,3.42
astral,0.96,13.2,3.23
astray,1.49,10.3,3.66
astringent,0.12,13.89,3.25
astrobiology,0.02,16.38,2.42
astrodome,0.1,12.69,4.16
astrolabe,#N/A,13.51,3.24
astrologer,0.27,11.06,2.71
astrological,0.29,10,2.73
astrologist,0.04,11.41,2.65
astrology,0.92,9.53,2.52
astronaut,3.96,6.28,2.44
astronautics,0.06,12.07,2.87
astronomer,0.71,9.85,3.72
astronomic,0.06,12.47,3.13
astronomical,0.73,12.5,2.57
astronomy,1.31,9,2.43
astrophysical,0.02,14.16,2.54
astrophysicist,0.16,13.06,4.09
astrophysics,0.35,13.3,3.11
astute,1,14.69,3.77
astuteness,0.02,13,3.43
asylum,4.59,13.1,2.31
asymmetric,0.04,12.28,2.99
asymmetrical,0.12,12.11,3.82
asymmetry,0.06,11.68,2.93
asymptomatic,0.22,13.73,3.39
at,3217.1,4.04,1.37
atavism,0.06,16.15,2.79
atavistic,0.1,17.4,3.05
atelier,0.04,15,2.52
atheism,0.1,12.69,2.8
atheist,1.08,12.18,3.46
atheistic,0.04,15.4,3.54
atheneum,0.02,14.33,0.58
athlete,4.61,7.11,2.73
athletic,3.86,8.55,2.37
athleticism,0.22,10.05,2.74
athletics,0.63,8.35,2.3
atilt,#N/A,12.25,1.89
atlas,1.02,7.9,2.13
atmosphere,9.67,9.79,2.02
atmospheric,0.92,10.11,2.93
atoll,0.53,14.65,4.24
atom,2.75,9.68,3.2
atomic,4.88,10.16,3.17
atomize,0.06,13.24,3.15
atomizer,0.08,12.81,3.75
atonal,0.02,12.82,3.66
atonality,0.02,16.5,3.14
atone,0.84,12.12,4.54
atonement,0.35,11.79,4.93
atrabilious,0.02,17.5,5.26
atremble,0.06,11,2.52
atrium,0.71,12,2.69
atrocious,0.69,11.95,2.37
atrocity,0.63,13.39,3.84
atrophy,0.41,15.5,4
atropine,1.71,15.78,6.4
attach,2.47,6.39,3.38
attache,0.1,14.31,2.96
attachment,1.16,10.11,3.8
attack,75.55,6.58,2.32
attacker,1.43,6.5,1.96
attain,0.92,10.84,3.91
attainability,#N/A,13.7,2.58
attainable,0.14,9.45,2.14
attainment,0.06,13.8,3.47
attar,0.02,17,2.65
attempt,19.12,7.7,2.32
attempted,7.69,8.7,2.52
attend,14.02,7.72,2.49
attendance,2.65,7.11,1.6
attendant,3.1,9.79,3.55
attendee,0.02,11.42,3.85
attention,98.67,6.78,2.02
attentive,1.29,9.37,2.54
attentiveness,0.06,12.1,4.29
attenuate,0.06,16.12,2.53
attenuation,0.04,14.5,3.61
attest,0.43,14,3.85
attic,7.84,5.15,1.46
attire,1.49,11.22,3
attitude,26.08,6.78,3.04
attitudinal,0.02,14.75,3.79
attorney,40.39,10.95,4.7
attract,5.69,8.78,2.32
attraction,6.82,9.61,2.23
attractive,24.63,8.58,3.17
attractiveness,0.18,10.05,2.97
attractor,0.08,10.87,3.42
attributable,0.1,14.69,3.7
attribute,0.88,12.67,3.14
attribution,0.08,11.14,3.54
attributive,#N/A,13.94,3.72
attrition,0.18,14.07,3.24
attune,0.02,11.44,3.81
attunement,0.02,15,2.62
atypical,0.37,12.94,3.57
auburn,0.57,10.68,3.43
auction,8.9,10.67,4.42
auctioneer,0.47,9.16,2.89
audacious,0.51,14.33,3.65
audacity,0.94,13,2.4
audible,0.71,11.05,2.56
audience,25.37,7,1.72
audio,5.57,9.32,4.08
audiologist,0.06,13.74,3.84
audiology,0.04,16,4
audiophile,0.02,15.06,4.15
audiotape,0.18,9.94,3.62
audiovisual,0.22,11.44,2.19
audit,1.12,13.5,3.47
audition,13.82,8.36,2.22
auditor,0.47,14.74,2.6
auditorium,1.57,6.94,2.69
auditory,0.53,12.79,3.21
auger,0.22,13.64,5.31
augment,0.37,14,3.2
augmentation,0.18,14.17,2.85
augur,0.02,15.27,3.64
augury,0.08,16.22,4.52
august,10.2,5.65,2.05
aunt,55.2,3.8,1.61
auntie,7.86,4.74,2.28
aura,1.82,11.67,2.57
aural,0.08,15.41,3.39
aureole,0.04,14.31,4.44
auricle,0.02,15.64,4.5
auricular,0.02,13.67,4.42
auriferous,#N/A,17,2.16
aurora,2.45,12.7,3.3
auscultation,0.04,16.22,3.67
auspices,0.12,14.89,3.62
auspicious,0.51,13.93,4.23
austere,0.22,13.77,3.03
austerity,0.1,16.79,5.09
austral,0.04,14.09,5.13
australopithecine,0.04,12.83,3.19
auteur,0.1,15,4.39
authentic,4.51,8.42,2.14
