word,aoa_mean,aoa_sd
ringside,9.88,2.64
ringtail,10.69,2.9
ringtone,13.78,5.57
ringworm,10.28,3.29
rink,8.69,2.94
rinse,4.95,2.01
riot,9.95,2.48
rioting,10.16,3.42
riotous,12.53,4.33
rip,6.11,3.41
ripcord,10.84,2.34
ripe,7.11,2.87
ripen,7.22,1.93
ripeness,12.11,4.33
riposte,15.6,3.37
ripper,8.29,2.78
ripple,8.47,3.03
rippling,6.58,2.63
ripsaw,13.08,4.14
riptide,10.39,3.45
rise,6.72,2.85
riser,10.56,3.81
risk,7.58,2.14
risky,8.16,1.83
risotto,16,4.46
rissole,14.86,3.02
rite,10.42,2.22
ritual,11.74,4.51
ritualistic,12.89,2.78
ritualize,13.17,3.38
ritualized,11.44,3.15
ritzy,10.28,2.72
rival,10,2.61
rivalry,10.86,2.82
rive,10.71,4.82
riven,14.25,2.22
river,4.9,1.62
riverbank,6.44,2.01
riverbed,9.59,3.26
riverboat,7.9,2.51
riverfront,9.47,3.39
rivet,12.83,3.68
riveter,11.21,2.76
riveting,13.32,4.19
rivulet,12,3.57
riyal,17.25,3.5
roach,7.15,2.83
road,4.55,2.44
roadbed,11.62,2.72
roadblock,9.28,3.72
roadhouse,14.12,4.53
roadie,12.88,3.41
roadrunner,7.32,3.76
roadside,8.26,4.01
roadstead,13.8,4.47
roadster,12.07,4.67
roadsweeper,9.83,4.15
roadway,6.89,2.26
roadwork,7.56,3.03
roam,8.58,2.87
roan,13,3.91
roar,4.79,2.25
roast,8.5,3.62
roasted,7.11,3.74
roaster,9.48,2.99
rob,7.28,2.78
robber,5.74,1.85
robbery,7.43,2.48
robe,6.38,2.91
robin,6.69,2.15
robot,5.35,2.41
robotic,10.61,3.29
robotics,10.3,3.73
robust,13.16,2.65
rock,3.22,1.17
rocker,7.06,3.98
rocket,5.63,2.34
rocketry,13.93,4.89
rockingchair,5.78,1.57
rockslide,9.72,1.93
rococo,15,3.09
rod,7.42,3.13
rodent,6.95,2.2
rodeo,8.33,2.66
roe,15.4,4.01
roentgen,14.33,5.52
rogue,11.48,3.39
roguery,14.92,2.87
roguish,12.07,3.95
roil,13,4.26
roister,13.62,4.46
role,6.65,2.58
roll,4.47,2.12
rollaway,11.63,3
rollback,11.37,5.64
roller,6.65,2.03
rollerblade,10.8,6.99
rollercoaster,6.07,1.85
rollerskate,6.32,1.77
rollick,15.33,3.06
rollicking,12.07,4.29
rollingpin,7.6,2.29
rollout,12.13,3.66
rollover,8.1,4
romaine,11.62,3.18
roman,9.52,3.88
romance,9.28,2.65
romancer,13.62,3.83
romantic,8.11,2.56
romanticism,13.29,2.76
romanticist,13.17,3.63
romanticize,13,3.2
romp,10.3,3.59
romper,13.28,4.18
rood,12.33,3.72
roof,5,2.52
roofer,7.84,2.17
roofing,8.37,4.63
roofline,11.93,3.83
rooftop,5.89,1.91
rooftree,12.31,3.86
rook,11.59,3.55
rookery,13.64,2.71
rookie,9.39,2.83
rooky,9.73,3.15
room,4.22,1.44
roomer,12.73,5.18
roomette,13.88,3.4
roomful,8.72,2.97
roommate,9.21,2.23
rooms,4.11,1.56
roomy,7.58,2.5
roost,10.5,3.81
rooster,6.41,1.84
root,5.94,2.15
rooter,10.57,5
rootless,8.94,2.86
rope,5.44,2.09
ropes,5.21,1.65
rosary,8.21,2.94
rose,6.11,2.33
rosebud,8.12,3.92
rosebush,4.89,1.64
rosewater,10.69,4.03
rosin,13.44,5.39
roster,8.78,3.28
rostrum,18,4.55
rot,7.57,2.27
rotary,10.32,3.32
rotate,7.89,2.73
rotation,8.11,2.11
rotational,10.18,3.21
rotator,13.5,3.87
rotatory,11.85,2.51
rote,11.15,3.39
rotenone,17,0
rotgut,12.67,3.5
rotisserie,11.26,4.34
rotor,12.71,5.19
rotten,6.95,2.33
rottenness,8.71,3.76
rotund,13.42,3.52
rotunda,11.44,4.65
roue,17.29,3.82
rouge,12.33,3.97
rough,6.21,2.3
roughage,12.4,3.48
roughen,10.38,3.65
roughhouse,8.33,2.89
roughly,7.69,1.83
roughneck,11.17,3.26
roughness,8.39,2.91
roulette,12.82,2.68
round,4.75,2.05
roundabout,12.74,4.39
roundelay,16,2.93
roundhouse,10.24,4.71
roundish,8.75,2.95
roundness,7.16,2.5
roundtable,9.84,2.69
roundup,9.84,3.67
rouse,12.84,2.89
rouser,13.71,2.14
rousing,12.19,3.75
roust,11.58,3.34
roustabout,13.5,3.53
rout,11.59,2.58
route,11.4,3.39
router,12.68,3.93
routine,9.26,2.77
roux,15,5.62
rove,12.35,3.22
roving,11.44,2.83
row,7,3.07
rowboat,6.05,2.61
rowdy,7.75,2.63
rowel,15,4.24
rower,8.71,2.91
rowing,7.68,2.19
royal,7.17,3.17
royalist,12.65,2.58
royalty,8,2.49
rub,6,2.89
rubber,7.62,2.52
rubberneck,10.84,3.78
rubbery,7.53,2.39
rubbish,10.63,3.5
rubbishy,10.31,3.59
rubble,9.59,2.58
rubdown,10.89,3.97
rubicund,14,NA
ruble,12.67,3.5
rubout,12.31,4.71
rubric,13.25,3.61
ruby,6.83,1.99
rucksack,14.3,3.68
ruckus,9.26,3.43
rudder,10.39,3.15
rudderless,12.27,2.71
ruddiness,13.06,2.8
ruddy,13.31,3.24
rude,7.11,2.51
rudeness,8.89,3.1
rudiment,13.33,2.26
rudimentary,13.12,3.05
rue,11.98,3.79
ruff,7.29,4.09
ruffian,13.25,2.67
ruffle,7.58,2.57
rug,4.61,1.61
rugby,11.42,3.37
rugged,10.58,3.08
ruin,7.16,2.17
ruination,12.38,2.79
ruinous,12,4.3
rule,4.72,1.49
ruler,5.94,1.55
ruling,9.89,2.4
rum,11.56,3.35
rumba,11,3.44
rumble,8.33,2.72
rumen,12.57,2.82
ruminant,14.47,3.64
ruminate,14.5,3.21
rumination,12.08,3.03
rummage,9,2.34
rummy,11.17,3.51
rumor,9.56,4.1
rumormonger,15.92,5.14
rump,8.95,3.8
rumpus,10.93,4.65
rumrunner,15.25,5.1
run,4.47,1.9
runabout,12.55,5.07
runaround,8.28,3.94
runaway,8.37,2.52
rundle,13.86,4.06
rundown,7.78,1.99
rung,8.27,2.68
runic,15.36,3.56
runnel,13.29,2.29
runner,5,1.57
runny,5.68,2.29
runoff,10.28,4.24
runt,8.39,3.91
runty,10.07,3.52
runway,8.35,2.5
rupee,11.6,3.81
rupiah,14,NA
rupture,11.05,2.55
rural,7.95,3.05
ruse,12.17,3.17
rush,6.7,2.05
rusher,10.35,3.39
rusk,12.38,4.24
russet,12.46,4.65
rust,7.75,2.9
rusted,7.39,2.28
rustic,10.37,2.67
rusticate,15.77,4.94
rusticity,14.57,4.73
rustle,10.32,2.36
rustler,11,4.07
rustproof,11.44,2.81
rut,9.17,2.31
rutabaga,10.44,5.49
ruthless,12.26,3.49
ruthlessness,12.75,2.75
rutting,13.65,3.33
rye,9.26,3.77
sabbatical,15.39,3.35
saber,7.29,1.96
sable,11.85,4.49
sabotage,10.42,2.22
saboteur,13.56,3.43
sac,9,4.23
saccharin,11.92,5.2
saccharine,13.64,3.43
sachet,11.62,3.63
sack,5.83,2.01
sackcloth,11.46,4.72
sacker,10.82,2.52
sacral,14.14,4.3
sacrament,11.22,4.32
sacramental,12,3.98
sacred,8.53,3.6
sacredness,10.18,3.57
sacrifice,9.61,3.22
sacrificial,11.94,3.15
sacrilege,11.07,3.79
sacrilegious,11.28,3.01
sacristan,14.2,2.39
sacristy,12.36,2.77
sacroiliac,14,4.47
sacrosanct,15.6,3.37
sacrum,15.5,4.13
sad,3.24,2.21
sadden,8.83,3.38
saddle,6.42,2.29
saddleback,11.11,3.61
saddlebag,11.37,3.96
saddler,11.71,3.27
sadism,15.16,2.99
sadist,13.72,3.97
sadistic,13.3,3.79
sadness,5,1.45
sadomasochism,17.74,3.62
sadomasochist,19.07,4.14
sadomasochistic,15.44,5.06
safari,8.44,2.06
safe,5.11,2.65
safecracker,9.67,3.24
safeguard,11,3.03
safekeeping,8.19,3.17
safeness,8.06,2.6
safety,5.84,1.71
safetypin,6.53,1.74
safflower,13.83,5.13
saffron,14.89,4.85
sag,6.95,2.15
saga,10.42,3.19
sagacious,15.82,4.47
sagacity,19,3.79
sage,11.39,4
sagebrush,10.88,2.85
sager,12.5,4.09
saggy,8.52,3.75
saguaro,18.2,6.61
sail,6.47,2.7
sailboat,4.65,2.11
sailcloth,10.69,3.12
sailfish,8.31,2.69
sailor,6.44,2.15
sailorman,8.65,3.76
saint,7.49,1.78
sainted,10.18,3.59
sainthood,10.53,3.12
saintly,10.06,4.27
sake,8.74,3.36
salaam,14.83,5.49
salable,13.64,2.91
salacious,13.92,4.01
salad,5.61,2.38
salamander,6.89,3.16
salami,7.18,3.24
salaried,13.44,3.5
salary,10.11,3.4
sale,6.76,1.89
salesgirl,7.89,2.96
saleslady,8.83,4.53
salesman,8.29,2.92
salesmanship,12.11,3.91
salespeople,8.11,2.85
salesperson,8.39,2.64
saleswoman,7.8,3.02
salicylic,16.07,5.24
salient,15.62,1.8
saline,11.71,2.66
salinity,12.5,3.48
saliva,8.42,3.25
salivary,10.76,2.28
salivate,10.56,2.79
sallow,11.29,3.5
salmon,8,2.95
salmonella,14.89,3.87
salon,9.5,2.82
saloon,9,2.09
saloonkeeper,10.31,2.91
salsa,9.78,5.24
salt,5.05,2.2
salted,7.89,2.26
saltine,7.22,3
saltpan,12.27,3.15
saltpeter,15.67,3.81
saltshaker,5.42,1.61
saltwater,9.39,4.09
salty,5.33,1.85
salubrious,15,3.46
salutary,13.27,3.01
salutation,11.28,2.52
salutatorian,14.06,3.11
salute,7.42,2.5
salvage,10.11,3.38
salvageable,12.1,3.4
salvation,9.05,3.6
salve,9.12,3.01
salver,12.6,3.78
salvo,14.33,5.39
samarium,12.5,3.54
samba,13.13,4.6
same,5.62,1.71
sameness,10.11,3.03
samovar,14.44,7.13
sampan,16.57,2.15
sample,7.21,2.51
sampler,10.35,2.62
samurai,10.47,4.03
sanatorium,12.73,2.55
sanctify,12.89,3.62
sanctimonious,15.64,3.71
sanctimony,15.33,2.61
sanction,12.68,3.02
sanctity,13.88,2.52
sanctuary,9.72,3.21
sanctum,13.22,2.02
sand,4.63,2.31
sandal,5.21,2.12
sandalwood,13,3.5
sandbag,7.83,3.82
sandbank,8.79,2.55
sandbar,10.41,4.23
sandblaster,12.24,4.82
sandbox,4.14,2.35
sandcastle,5.42,2.27
sandglass,9.75,3.45
sandhog,14.25,4.92
sandlot,8.74,4.04
sandman,7.05,3.4
sandpaper,6.33,1.28
sandpiper,11.21,2.67
sandstone,10.05,2.39
sandstorm,9.44,2.12
sandwich,4.79,1.93
sane,8.5,1.61
sangfroid,16.33,2.16
sangria,15.11,3.86
sanguine,16.62,2.06
sanitarium,10.88,2.64
sanitary,10.5,2.92
sanitation,11.1,3.58
sanitize,10.89,3.11
sanitizer,10.89,3.3
sanity,10.29,2.57
sap,7.53,3.64
saphead,12.36,4.18
sapience,15.33,4.48
sapiens,11.67,3.31
sapling,9.2,3.43
sapper,11.9,3.63
sapphire,9.22,3.86
sappy,9.44,3.24
sapsucker,13.19,4.89
saran,11.3,4.22
sarcasm,9.06,2.69
sarcastic,11.05,2.37
sarcoma,17,3.1
sarcophagus,11.93,5.74
sardine,7.74,2.86
sardonic,14.93,3.93
sari,13.44,3
sarong,12.92,4.77
sarsaparilla,11.36,4.31
sartorial,15.47,3.42
sash,7.67,2.63
sashay,11.35,3.66
sashimi,16.53,4.69
sassafras,10.53,4.12
sassy,8.22,3.17
satanic,9.11,3.43
satchel,12.35,2.62
sate,12,3.36
sateen,11,4.11
satellite,11.68,3.13
sati,16.43,5.56
satiate,16.75,3.05
satiety,13.21,3.79
satin,10.37,2.29
satinwood,14.12,4.02
satiny,11.75,4.42
satire,13.07,4.03
satiric,14.22,3.21
satirical,12.39,3.38
satirist,14.12,2.18
satirize,14.47,2.8
satisfaction,9.53,3.56
satisfactory,8.84,2.5
satisfied,9.68,3.2
satisfy,10,2.09
satisfying,9.95,3.17
saturate,12.84,2.41
saturated,10.63,2.91
saturation,12.05,4.05
saturday,5.48,1.36
satyr,13.36,4.52
satyriasis,16.33,1.53
sauce,5.37,2.24
saucebox,12.64,2.87
saucepan,7.89,2.83
saucer,8.44,2.89
sauciness,12.06,3.26
saucy,10.53,4.13
sauerbraten,16.9,4.28
sauerkraut,9.26,3.09
sauna,10.28,2.35
saunter,12.28,2.99
saurian,16.25,2.63
sausage,6.05,2.55
sauterne,18.4,1.67
sauternes,16,2.97
savage,10.05,2.97
savagery,13.42,3.91
savannah,12,3.54
savant,13.92,4.77
save,5.44,1.69
saver,7.84,2.29
savings,8.79,3.33
savior,6.68,2.77
savor,10.14,3.28
savory,13.78,3.56
savvy,12.35,2.43
saw,5.36,2.09
sawbuck,12.56,2.55
sawdust,7.16,2.17
sawhorse,9.58,3.63
sawmill,9.6,2.93
sax,8.75,3.15
saxophone,9.1,2.51
saxophonist,8.89,2.05
say,3.42,1.07
saying,4.95,1.43
sayonara,9.56,5.14
scab,6.65,3.51
scabbard,14.09,2.55
scabby,9.06,3.66
scabies,12,4.42
scabrous,15.4,3.51
scaffold,12.11,3.07
scaffolding,11.22,2.82
scalable,14.13,4.42
scalawag,12.12,3.28
scald,10.26,2.86
scale,8.85,3.57
scaleless,11.53,4.09
scalene,11.92,2.87
scales,6.48,1.94
scallop,11.26,3.48
scallywag,11.94,3.9
scalp,6.68,2.71
scalpel,10.73,3.05
scalper,10.75,3.57
scaly,7.83,2.6
scam,10.63,4.46
scamp,10.43,4.5
scamper,7.78,2.37
scampi,14.5,2.85
scan,9.6,4.58
scandal,10.83,2.04
scandalize,11.06,2.9
scandalmonger,17.83,3.83
scandalous,11.89,2.54
scandium,15.78,4.09
scanner,11.37,3.2
scansion,15.2,3.42
scant,12.16,4.07
scanty,13.67,4.04
scapegoat,11.75,2.55
scapegrace,11.67,3.79
scapula,14.88,3.81
scar,5.68,2.21
scarab,10.88,3.94
scarce,10.53,2.84
scarcely,10.38,3.29
scarcity,11.65,4.3
scare,4.22,1.26
scarecrow,5.56,2.87
scared,3.79,1.47
scaremonger,16.4,4.45
scarf,5.68,2.54
scarify,13,4.92
scariness,6.89,2.83
scarlet,11.36,3.17
scarper,14.17,4.51
scary,4.26,1.97
scat,11.76,4.02
scathe,13.57,3.23
scathing,13.33,3.09
scatological,18.12,3.04
scatology,14.25,4.89
scatter,7.95,2.55
scatterbrain,10.16,3.44
scatterbrained,9.95,2.41
scattergun,13.5,2
scattershot,15.23,4.4
scavenge,10.63,3.25
scavenger,9.32,2.98
scenario,10.95,3.52
scenarist,14,4.14
scene,8.17,3.84
scenery,9.7,3.11
sceneshifter,15.18,2.68
scenic,9.11,3.6
scent,5.94,2.01
scented,7.7,2.08
scepter,10.15,3.81
schedule,7.47,2.34
scheduler,10.61,2.81
schematic,14.45,3.12
scheme,9.65,2.68
schemer,11.67,3.92
scherzo,15.4,4.22
schilling,14.08,4.75
schism,12.71,2.37
schist,13.62,4.53
schizoid,15.08,3.7
schizophrenia,13.44,3.33
schizophrenic,12.33,3.16
schlemiel,15.1,4.15
schlep,13,4.76
schlimazel,16.17,1.94
schlock,12.4,3.47
schlocky,14.8,3.11
schmaltz,15.3,5.1
schmaltzy,15.33,2.34
schmooze,10.64,3.41
schmuck,12.64,3.92
schnapps,15.62,3.93
schnauzer,11,4.15
schnitzel,12.06,5.08
schnook,12.91,3.42
schnooks,15,4.34
schnozzle,12.5,3.44
scholar,10.37,2.97
scholarly,10.25,2.63
scholarship,11.11,3.07
scholastic,9,3.2
school,3.89,1.37
schoolbag,5.76,1.35
schoolbook,6.1,1.29
schoolboy,6.63,1.74
schoolchild,6.33,2.22
schooldays,5.84,1.92
schoolgirl,6.68,2.11
schoolhouse,6.76,2.28
schooling,6.37,2.39
schoolmarm,12.5,3.71
schoolmaster,8,3.11
schoolmate,6.56,2.68
schoolmistress,14,3.54
schoolroom,5.53,1.87
schoolteacher,4.06,0.94
schoolwork,5.21,0.85
schoolyard,5.5,2.09
schooner,12.33,3.27
schottische,20.25,3.86
schwa,15.5,3.93
sciatic,16.09,4.01
sciatica,15.55,4.8
science,7.32,1.92
scientific,8.74,3.26
scientist,6.89,2.38
scientologist,14.82,3.07
scientology,15.3,2.66
scimitar,14.54,4.54
scintilla,14.33,2.08
scintillate,16.08,4.14
scintillating,15.5,2.9
scintillation,14.53,2.18
scion,16.85,5.79
scissor,4.56,2.36
scissors,4.5,1.86
sclera,15,6.39
scleroderma,15.5,3.02
sclerosis,14.22,3.25
scoff,12.48,3.28
scold,8.53,3.27
scoliosis,13,3.82
sconce,14.07,4.27
scone,10.26,4
scoop,5.14,2.22
scooper,7.21,2.15
scoot,6,2.54
scooter,6.68,2.94
scope,9.83,2.6
scopolamine,19.4,3.78
scorch,9.58,3.44
scorcher,9.19,3.56
score,5.83,1.54
scoreboard,7.37,2.73
scorecard,7.53,2.06
scorekeeper,7.5,1.79
scorekeeping,9,2.72
scoreless,8.32,2.79
scorer,8.82,3.09
scorn,10.32,2.36
scornful,10.67,2.87
scorpion,7.84,2.63
scot,9.36,3.98
scotch,11.83,4.73
scoundrel,12.82,4.14
scour,10.94,4.29
scourge,14.06,2.51
scout,6.94,2.36
scoutmaster,9,2.58
scouts,6.41,1.02
scow,12.82,3.22
scowl,9.56,3.07
scrabble,9.32,4.08
scraggy,12.69,2.5
scram,9.24,4.91
scramble,8.83,3.26
scrambled,5.61,2.06
scrambler,11.59,3.22
scrap,7.68,2.16
scrapbook,7.56,2.66
scrape,6.21,2.94
scraper,8.18,3
scrapheap,9.5,2.82
scrapper,10.72,3.8
scrapple,11.5,3.9
scrappy,9.11,2.92
scratch,5.61,3.05
scratcher,7.62,2.91
scratchy,5.16,2.89
scrawl,11.73,2.81
scrawny,9.11,3.54
scream,4.2,1.58
screamer,7.65,3.18
screech,8.17,2.96
screechy,9.11,3.16
screen,5.84,2.46
screener,13.06,4.92
screening,10.16,3.04
screenland,16.83,5.12
screenplay,12.22,3.1
screenwriter,12.81,3.87
screenwriting,11.76,4.33
screw,6.65,2.53
screwball,8.94,2.48
screwdriver,6,2.85
screwy,10.95,3.89
scribble,5.67,2.66
scribbler,9.53,2.89
scribe,10.1,3.13
scrimmage,9.89,4.55
scrimp,10.25,2.9
scrip,13,4.47
script,9.79,3.31
scriptural,8.82,3.17
scripture,7.28,2.74
scriptwriter,10.74,3.66
scrivener,14.88,3.14
scrod,13.64,4.67
scroll,9.89,3.09
scrollwork,14.53,4.07
scrotal,13.87,4.47
scrotum,14.44,2.91
scrounge,10.35,3.69
scrounger,12.06,2.79
scrub,8.7,5.69
scrubber,8.21,3.65
scrubby,11.5,3.9
scrubwoman,11.07,2.95
scruff,10.32,4
scruffy,8.24,2.81
scrum,11.44,2.96
scrumptious,10.32,4.04
scrunch,6.67,2.87
scruple,11.84,3.2
scrupulosity,16.92,3.2
scrupulous,14.21,2.42
scrutinize,14.59,2.81
scrutiny,13,3.05
scuba,7.6,2.62
scuff,8.56,3.52
scuffle,9.53,3.85
scull,10.31,6.05
scullery,13.93,3.31
scullion,15,1.83
sculpt,9,2.75
sculptor,9.84,3.69
sculptress,12.79,2.84
sculptural,11.22,3.12
sculpture,7.47,2.76
scum,9.83,3.24
scumbag,11,2.71
scummy,10.28,4.06
scup,15.5,4.93
scupper,15.12,6.53
scuppernong,16.33,3.2
scurf,12.22,5.63
scurrilous,15.44,4
scurry,9.44,2.79
scurvy,10.64,3.5
scuttle,10.58,3.15
scuttlebutt,11.46,4.33
scythe,11.87,2.8
sea,4.74,1.56
seabed,10.89,3.2
seaboard,10.68,3.77
seacoast,7.82,2.4
seadog,10.67,3.54
seafarer,12.94,2.95
seafaring,11.5,2.97
seafloor,9.11,3.25
seafood,6.86,2.76
seafront,9.65,4.15
seagoing,12.4,4.67
seagull,5.42,2.01
seahorse,5.83,3.29
seal,5.42,1.87
sealant,12.92,4.52
sealer,10.12,2.76
sealskin,10.36,3.27
seam,7.6,1.88
seaman,9.45,3.07
seamanship,9.2,3.23
seamless,10.95,2.59
seamlessness,13.05,3.76
seamstress,9.71,4.19
seamy,15,3.07
seaplane,11.47,3.48
seaport,10.74,3.25
seaquake,12.15,2.91
sear,11.78,3.19
search,8.72,3.34
searcher,8.1,2.31
searchlight,8.15,2.3
searing,11.68,3.43
seascape,10.88,3.76
seashell,7.06,3.69
seashore,6.44,2.68
seasick,8.89,2.42
seasickness,8.74,3.16
seaside,7.24,2.19
season,6.05,1.81
seasonable,10.12,2.92
seasonal,8.17,2.62
seasoned,8.52,3.41
seasoning,7.45,1.9
seat,4.58,1.92
seatbelt,6.47,4.3
seating,6.43,2.38
seawall,12.81,3.29
seaward,10.15,2.78
seawater,6.56,2.18
seaway,11.83,3.29
seaweed,6.74,4
seaworthy,10.05,3.44
sebaceous,13.23,3.44
seborrhea,13.1,4.38
sec,9.61,3.68
secede,12.11,2.64
secession,13.2,2.98
seclude,9.95,2.3
secluded,11.1,3.73
seclusion,10.39,2.33
second,4.68,1.95
secondary,9.11,3.25
secondhand,9.16,2.97
secrecy,8.89,2.85
secret,5.39,1.94
secretarial,11,2.62
secretariat,13.08,4.05
secretary,7.75,2.4
secretaryship,12.11,2.62
secrete,13,4.07
secretion,12.05,2.8
secretive,9.63,2.39
secretiveness,8.58,2.93
secretor,12.94,4.05
sect,13.39,2.5
sectarian,13.64,2.9
section,6.78,1.8
sectional,10.68,3.76
sector,13,3.32
secular,13.67,3.2
secularist,15,2.39
secure,8.42,2.41
security,8.06,2.48
sedan,8,2.92
sedate,11.84,3.88
sedation,13.2,2.93
sedative,11.85,3.83
sedentary,13.53,3
sedge,12.75,4.11
sediment,11.28,2.42
sedimentary,11.47,2.03
sedimentation,12.8,4.07
sedition,14.2,3.88
seduce,11.95,2.28
seducer,12.72,3.59
seducible,13.44,2.25
seduction,13.83,1.65
seductive,11.89,2.45
seductiveness,11.5,2.41
seductress,12.28,2.49
sedulous,16.67,1.63
see,3.06,1.43
seeable,9.56,2.94
seed,4.72,2.24
seediness,11.56,2.75
seedless,7.11,2.08
seedling,6.89,2.77
seedpod,9.12,3.5
seedy,9.68,3.58
seek,6.94,2.31
seeker,7.68,2.98
seem,6.74,2.08
seemingly,9.79,2.97
seep,10.06,2.88
seepage,13.94,3.6
seer,10.56,4.18
seersucker,14.46,5.16
seesaw,4.81,1.54
seethe,13.28,2.14
segment,11.11,2.45
segmentation,11.79,2.94
segregate,11.17,3.78
segregation,11.28,2.49
segue,13.67,1.92
seismic,12.39,2.83
seismograph,10.65,2.94
seismographic,12.71,3.31
seismological,13.68,2.45
seismologist,13,2.24
seismology,13.24,2.77
seismometer,12.62,3.34
seize,10.15,2.62
seizure,9.74,3.78
seldom,7.95,2.69
select,8,2.85
selectee,14.75,3.45
selection,7.21,2.02
selective,9.5,2.56
selectivity,12,3.2
selectman,14,3.33
selector,11.65,2.94
selenium,14.67,2.5
self,5,1.89
selfish,5.26,1.76
selfishness,6.61,3.01
selfless,9.28,2.22
selflessness,11.15,3.44
selfness,12.05,4.05
sell,7.05,2.53
sellable,10.3,4.04
seller,6.84,1.95
sellout,10.95,3.41
seltzer,11.11,4.15
selvedge,13.4,3.21
semantic,15.59,5.1
semantics,13.53,3.61
semaphore,14.33,2.16
semblance,13.06,3.28
semen,12.37,2.11
semester,12.25,2.34
semi,8.85,1.95
semiannual,11.8,3.16
semiarid,14.93,2.4
semiautomatic,13.61,3.55
semiautomatics,13.11,3.2
semibreve,13.71,2.56
semicircle,7.95,1.79
semicolon,8.39,2.23
semiconductor,14.79,4.06
semiconscious,13.12,3.03
semifinal,10.67,2.66
semiformal,13,1.78
semiliterate,15.12,3.79
seminal,12.67,3.58
seminar,11.8,2.46
seminarian,13.14,3.39
seminary,12.39,4.1
semiotics,16.67,4.21
semiprecious,13.38,4.76
semiprivate,13.35,4.42
semipro,12.69,2.68
semiquaver,14.8,4.82
semiskilled,14.81,3.25
semisolid,11.11,3.8
semisweet,10.17,3.28
semolina,14,5.66
senate,10.79,3.31
senator,9.58,2.61
senatorial,13.19,3.19
send,5.68,1.73
sender,7.28,1.36
sendoff,11,3.01
senescence,17.75,3.37
seneschal,17.5,4.14
senile,11.26,2.6
senility,11.39,3.63
senior,8.26,2.77
seniority,12.75,4.44
senor,12.41,2.65
senora,9.9,3.84
senorita,11.05,3.14
sensation,9.17,2.2
sensational,8.94,3
sensationalism,13.37,3.35
sensationalist,12.83,2.33
sensationalistic,14.06,4.11
sensationalize,13.61,3.78
sense,7.32,2.31
senseless,9.95,2.46
senselessness,10.06,3.13
sensibility,10.65,2.89
sensible,8.78,2.24
sensitive,8.19,2.16
sensitivity,9.11,3.01
sensor,11.8,2.61
sensorial,14.11,3.2
sensory,10.84,2.91
sensual,12.1,2.62
sensuality,13.61,3.4
sensuous,11.53,3.28
sensuousness,14.12,2.85
sentence,5.84,1.83
sentencing,11.61,3.66
sententious,15.57,2.23
sentience,13.61,4.46
sentient,11.77,4.19
sentiment,11.89,3.22
sentimental,12.05,2.7
sentimentalist,13.21,2.64
sentimentality,12.17,3.2
sentimentalize,11.56,3.79
sentinel,13.11,4.52
sentry,11.12,3.2
separable,11.33,1.95
separate,6.63,2.59
separateness,9.78,2.32
separation,8.89,2.9
separatist,11.94,2.38
separator,9.33,2.28
sepia,14.4,4.79
seppuku,12.33,1.53
sepsis,16.33,5.74
septet,15,2.63
septic,11.13,3.09
septicemia,17,4.17
septum,14.94,2.41
septuplet,14.18,3.59
sepulcher,15.15,2.7
sepulture,17,3.08
sequel,10.22,3.47
sequence,10.28,3.03
sequencer,13.08,3.4
sequencing,12.84,4.67
sequent,13.67,3.39
sequential,10.5,2.59
sequester,15.07,2.02
sequestration,16.5,3.78
sequin,8.76,4.32
sequined,9.2,3.1
sequitur,17.22,5.54
ser,13.57,4.08
seraglio,17.17,1.17
serape,16.73,3.66
serenade,11.22,3.35
serendipitous,13.79,3.38
serendipity,12.61,5.05
serene,11.38,2.83
serenity,11.05,3.67
serf,10.33,2.99
serfdom,13.08,3.17
sergeant,9,2.95
serial,10.42,3.47
serialization,13.8,2.83
serialize,13.84,2.54
series,9.05,3.39
serif,13.25,2.45
serious,6.58,2.19
seriousness,8.1,1.89
sermon,6.6,2.04
serological,15.12,2.64
serotonin,16.8,4.26
serpent,8,3.11
serpentine,12.89,3.27
serrated,11.29,3.1
serration,12.29,3.54
serum,10.22,2.88
servant,7.89,2.14
serve,7.17,2.12
server,9.94,4.24
service,8,2
serviceable,13.68,3.99
serviceman,8.79,2.37
servile,15.27,3.61
servitor,17.17,4.54
servitude,11.71,3.04
servo,12.92,3.04
servomechanism,16.71,4.27
sesame,7.41,3.43
sesquipedalian,15.67,3.2
sessile,14.67,4.04
session,9.89,3.18
set,6,3.03
setback,10.4,3.27
settee,14.36,3.2
setter,9.64,4.2
settle,8.26,3.21
settlement,8.74,3
settler,9.72,3.69
setup,8.89,3.14
seven,5.36,1.65
seventh,6.96,1.96
sever,9.05,2.9
several,6.77,2.38
severance,14.39,2.68
severe,9.05,3.44
severity,11.06,3.15
sew,6.05,2.68
sewage,8.47,2.91
sewer,7.05,2.52
sewerage,10.85,2.41
sewing,6.11,2.78
sewingmachine,5.71,2.03
sex,9.79,2.57
sexagenarian,15,4.22
sexiness,11.68,2.79
sexism,13.63,2.73
sexist,11.32,2.98
sexless,14.72,2.67
sexology,15.79,2.92
sexploitation,17.6,2.95
sexpot,13.83,2.79
sextant,13.79,3.36
sextet,12.4,2.95
sextuplet,13.45,5.78
sexual,11.33,3.51
sexuality,11.83,2.09
sexy,10.65,2.5
shabby,10.56,2.71
shack,6.15,1.98
shackle,12.16,3.11
shade,6.37,2.43
shaded,5.89,2.18
shading,8.5,2.31
shadow,5,1.71
shadowy,6.6,1.9
